Region,Place Code,Place,ODS Code,GP Practice (ODS Code),Registered Patients,% of patients with a nomination,EPS Items,eRD Items,All Items,EPS Utilisation,eRD Utilisation (EPS Items),eRD Utilisation (All Items)
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81062,Fireclay Health (L81062),23140,0.7290000000000001,24168,4776,24747,0.977,0.198,0.193
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81063,Kingswood Health Centre (L81063),12960,0.7090000000000001,16026,888,16648,0.963,0.055,0.053
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81064,Temple House Practice (L81064),8010,0.816,16158,4673,16380,0.986,0.289,0.285
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81065,Combe Down Surgery (L81065),12573,0.867,14340,3746,14393,0.996,0.261,0.26
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81066,Stafford Medical Group (L81066),11284,0.805,17666,4297,17852,0.99,0.243,0.241
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81067,Southmead & Henbury Family Practice (L81067),11327,0.7759999999999999,19398,7804,19443,0.998,0.402,0.401
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81068,The Pulteney Practice (L81068),12630,0.7879999999999999,17268,5345,17415,0.992,0.31,0.307
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81069,St. Michael'S Surgery (L81069),7963,0.804,17921,6332,18111,0.99,0.353,0.35
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81070,Newbridge Surgery (L81070),8530,0.8220000000000001,11306,3707,11325,0.998,0.3279999999999999,0.327
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81071,Fairfield Park Health Centre (L81071),13953,0.7659999999999999,14005,4012,14058,0.996,0.286,0.285
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81072,Chew Medical Practice (L81072),10101,0.16,0,0,18938,0.0,,0.0
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81073,West View Surgery (L81073),7642,0.815,13434,3874,13555,0.991,0.288,0.286
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81075,The Old School Surgery (L81075),28551,0.655,22489,11084,22623,0.994,0.493,0.49
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81077,Sea Mills Surgery (L81077),8416,0.821,11622,3809,11792,0.986,0.3279999999999999,0.3229999999999999
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81078,Gloucester Road Medical Centre (L81078),21910,0.7090000000000001,18045,5846,18161,0.994,0.324,0.322
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81079,Hanham Health (L81079),21943,0.8009999999999999,28575,3426,29703,0.962,0.12,0.115
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81081,Pembroke Road Surgery (L81081),19710,0.677,13066,4343,13141,0.994,0.332,0.33
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81082,Bedminster Family Practice (L81082),12335,0.599,13022,4438,13533,0.962,0.341,0.3279999999999999
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81083,Hartwood Healthcare (L81083),8105,0.752,12848,4548,13750,0.934,0.354,0.331
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81084,Priory Surgery (L81084),11443,0.7170000000000001,15474,4897,16003,0.967,0.316,0.306
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81085,Heywood Family Practice (L81085),6678,0.696,8626,869,10562,0.8170000000000001,0.1009999999999999,0.0819999999999999
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81086,Mendip Vale Medical Practice (L81086),46642,0.8340000000000001,79419,18165,80031,0.992,0.2289999999999999,0.2269999999999999
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81087,Beechwood Medical Practice (L81087),12262,0.738,15039,4541,15482,0.971,0.302,0.293
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81089,Lawrence Hill Health Centre (L81089),9933,0.6809999999999999,10094,2244,10182,0.991,0.222,0.22
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81090,The Family Practice (L81090),17452,0.6859999999999999,11253,3176,11277,0.998,0.282,0.282
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81091,Whiteladies Medical Group (L81091),16139,0.679,13354,4372,13568,0.984,0.327,0.322
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81094,The Merrywood Practice (L81094),7155,0.75,13744,6112,13875,0.991,0.445,0.441
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81095,The Crest Family Practice (L81095),6906,0.741,10168,3548,10273,0.99,0.349,0.345
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81098,Greenway Community Practice (L81098),10005,0.816,15622,9907,15640,0.999,0.634,0.633
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81101,Somerton House Surgery (L81101),6462,0.821,10808,1981,10840,0.997,0.183,0.183
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81103,St Mary Street Surgery (L81103),8673,0.7509999999999999,10605,563,11115,0.954,0.053,0.051
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81106,Streamside Surgery (L81106),5526,0.813,6047,361,6140,0.985,0.06,0.059
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81117,Pilning Surgery (L81117),4399,0.8029999999999999,7766,2196,7771,0.999,0.283,0.283
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81118,Stoke Gifford Medical Centre (L81118),18736,0.684,17215,1364,17327,0.994,0.079,0.079
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81120,Birchwood Medical Practice (L81120),9249,0.723,9238,1768,9295,0.994,0.191,0.19
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81122,St. Mary'S Surgery (L81122),5475,0.476,6160,4,11036,0.5579999999999999,0.001,0.0
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81123,Hillcrest Surgery (L81123),6138,0.821,9791,3587,9817,0.997,0.366,0.365
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81125,Wells Road Surgery (L81125),9154,0.725,10074,4249,10335,0.975,0.422,0.411
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81127,Almondsbury Surgery (L81127),5797,0.7929999999999999,5729,73,5770,0.993,0.013,0.013
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81130,Cadbury Heath Healthcare (L81130),12449,0.767,15469,3116,15981,0.968,0.201,0.195
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81131,Fallodon Way Medical Centre (L81131),11482,0.768,12667,3351,12731,0.995,0.265,0.263
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81132,Westfield Surgery (L81132),5210,0.84,5207,0,5213,0.999,0.0,0.0
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81133,Student Health Service (L81133),21298,0.517,3400,16,3529,0.963,0.005,0.005
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81600,Harbourside Family Practice (L81600),10400,0.758,9174,648,9869,0.93,0.071,0.066
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81617,University Medical Centre (L81617),14382,0.421,1859,135,1897,0.98,0.073,0.071
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81632,Emersons Green Medical Centre (L81632),11673,0.76,9370,824,9430,0.994,0.088,0.087
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81642,Wellington Road Surgery (L81642),4498,0.8340000000000001,5882,887,6013,0.978,0.151,0.148
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81643,The Cedars Surgery (L81643),16110,0.8170000000000001,25891,5539,25975,0.997,0.214,0.213
South West,92G,"Bath & North East Somerset, Swindon & Wiltshire",L81644,Rush Hill Surgery (L81644),9072,0.772,10869,4001,10897,0.997,0.368,0.367
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81649,Bradley Stoke Surgery (L81649),18241,0.746,14581,2240,14638,0.996,0.154,0.153
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81669,Monks Park Surgery (L81669),8845,0.6990000000000001,9995,3516,10045,0.995,0.352,0.35
South West,15C,"Bristol, North Somerset & South Gloucestershire",L81670,Horizon Health Centre (L81670),5589,0.78,12474,4119,12664,0.985,0.33,0.325
South West,11N,Kernow,L82001,Lander Medical Practice (L82001),20242,0.792,23975,200,24245,0.989,0.008,0.008
South West,11N,Kernow,L82003,Port Isaac Surgery (L82003),8800,0.348,0,0,13594,0.0,,0.0
South West,11N,Kernow,L82004,Wadebridge & Camel Estuary Practice (L82004),7891,0.585,10059,208,15891,0.633,0.021,0.013
South West,11N,Kernow,L82006,Penryn Surgery (L82006),21128,0.408,12961,11,29305,0.442,0.001,0.0
South West,11N,Kernow,L82007,Medical Centre Camelford (Dr Nash) (L82007),3581,0.7340000000000001,6161,579,6790,0.907,0.094,0.085
South West,11N,Kernow,L82008,Stratton Medical Centre (L82008),10700,0.856,15596,511,15736,0.991,0.033,0.032
South West,11N,Kernow,L82009,Carnewater Practice (L82009),0,,0,0,4,0.0,,0.0
South West,11N,Kernow,L82010,Bosvena Health (L82010),23584,0.662,33701,88,46297,0.728,0.003,0.002
South West,11N,Kernow,L82011,Brannel Surgery (L82011),5559,0.481,6781,84,10919,0.621,0.012,0.008
South West,11N,Kernow,L82012,Tamar Valley Health (L82012),16891,0.302,11426,10,40023,0.285,0.001,0.0
South West,11N,Kernow,L82013,Perranporth Surgery (L82013),7710,0.596,10457,164,14635,0.715,0.016,0.011
South West,11N,Kernow,L82015,Chacewater Health Centre (L82015),6421,0.131,1834,0,1987,0.923,0.0,0.0
South West,11N,Kernow,L82016,Oak Tree Surgery (L82016),16804,0.436,0,0,36205,0.0,,0.0
South West,11N,Kernow,L82017,St Mary'S Health Centre (L82017),2379,0.797,3555,121,3615,0.983,0.034,0.033
South West,11N,Kernow,L82018,Helston Medical Centre (L82018),14047,0.743,21708,1919,24450,0.888,0.088,0.078
South West,11N,Kernow,L82022,Old Bridge Surgery (L82022),9906,0.736,19222,633,24433,0.787,0.033,0.026
South West,11N,Kernow,L82023,Petroc Group Practice (L82023),17021,0.422,13671,15,32773,0.417,0.001,0.0
South West,11N,Kernow,L82025,Mevagissey Surgery (L82025),4886,0.7829999999999999,9134,34,9140,0.999,0.004,0.004
South West,11N,Kernow,L82026,Middleway Surgery (L82026),6582,0.7170000000000001,15137,628,15565,0.973,0.0409999999999999,0.04
South West,11N,Kernow,L82028,Three Spires Medical Practice (L82028),17124,0.8370000000000001,28016,218,28642,0.978,0.008,0.008
South West,11N,Kernow,L82029,Narrowcliff Surgery (L82029),15850,0.883,24562,5590,25549,0.961,0.228,0.2189999999999999
South West,11N,Kernow,L82030,Launceston Medical Centre (L82030),19033,0.441,0,0,40810,0.0,,0.0
South West,11N,Kernow,L82035,Fowey River Practice (L82035),8150,0.809,17904,733,18829,0.951,0.0409999999999999,0.039
South West,11N,Kernow,L82036,Bodriggy Health Centre (L82036),12053,0.773,20436,1698,20782,0.983,0.083,0.0819999999999999
South West,11N,Kernow,L82038,Atlantic Medical Group (L82038),11835,0.6629999999999999,21687,3780,29378,0.738,0.174,0.129
South West,11N,Kernow,L82039,Lostwithiel Surgery (L82039),5163,0.476,6180,701,11055,0.5589999999999999,0.113,0.063
South West,11N,Kernow,L82041,Carn To Coast Health Centres (L82041),29854,0.779,54589,12853,58063,0.94,0.235,0.221
South West,11N,Kernow,L82042,Leatside Health Centre (L82042),16742,0.737,34937,3093,35540,0.983,0.089,0.087
South West,11N,Kernow,L82043,Quay Lane Surgery (L82043),4547,0.141,0,0,9363,0.0,,0.0
South West,11N,Kernow,L82044,Veor Surgery (L82044),8947,0.815,18106,622,19062,0.95,0.034,0.033
South West,11N,Kernow,L82045,Probus Surgery (L82045),9277,0.151,3628,1,19745,0.184,0.0,0.0
South West,11N,Kernow,L82046,Saltash Health Centre (L82046),12388,0.836,22519,4290,22610,0.996,0.191,0.19
South West,11N,Kernow,L82047,Marazion Surgery (L82047),7330,0.31,7525,1134,18401,0.409,0.151,0.062
South West,11N,Kernow,L82048,Roseland Surgeries (L82048),3868,0.192,1987,132,8945,0.222,0.066,0.015
South West,11N,Kernow,L82049,Falmouth Health Centre (L82049),9404,0.755,11820,108,15578,0.759,0.009,0.0069999999999999
South West,11N,Kernow,L82050,Rosedean Surgery (L82050),9745,0.423,0,0,14800,0.0,,0.0
South West,11N,Kernow,L82051,Clays Practice (L82051),13256,0.428,16200,156,26734,0.606,0.01,0.006
South West,11N,Kernow,L82052,Trescobeas Surgery (L82052),10831,0.7929999999999999,18417,2,21278,0.866,0.0,0.0
South West,11N,Kernow,L82054,St. Agnes Surgery (L82054),8799,0.431,7358,1457,15266,0.482,0.198,0.095
South West,11N,Kernow,L82056,The Mullion & Constantine Group Practice (L82056),8260,0.518,9178,0,20412,0.45,0.0,0.0
South West,11N,Kernow,L82057,St Keverne Health Centre (L82057),2955,0.107,199,0,10136,0.02,0.0,0.0
South West,11N,Kernow,L82058,Bottreaux Surgery (L82058),4706,0.284,0,0,10025,0.0,,0.0
South West,11N,Kernow,L82059,Meneage Street Surgery (L82059),6200,0.7959999999999999,8030,7,8085,0.993,0.001,0.001
South West,11N,Kernow,L82061,Carnon Downs Surgery (L82061),6077,0.154,0,0,12895,0.0,,0.0
South West,11N,Kernow,L82066,Port View Surgery (L82066),6823,0.846,10430,1311,10615,0.983,0.126,0.124
South West,11N,Kernow,L82068,Praze-An-Beeble Surgery (L82068),7972,0.363,6189,0,15622,0.396,0.0,0.0
South West,11N,Kernow,L82070,Sunnyside Surgery (L82070),6295,0.923,11732,1615,12083,0.971,0.138,0.134
South West,11N,Kernow,L82618,Medical Centre Camelford (Dr Garrod) (L82618),3153,0.7020000000000001,4768,150,6715,0.71,0.031,0.022
South West,11N,Kernow,L82620,Harris Memorial Surgery (L82620),6064,0.5770000000000001,8248,35,13796,0.598,0.004,0.003
South West,11N,Kernow,L82622,Westover Surgery (L82622),7401,0.763,9350,3670,10607,0.8809999999999999,0.3929999999999999,0.346
South West,15N,Devon,L83002,Honiton Surgery (L83002),17796,0.902,29486,4924,29582,0.997,0.1669999999999999,0.166
South West,15N,Devon,L83003,Queen'S Medical Centre (L83003),9649,0.779,15838,838,15871,0.998,0.053,0.053
South West,15N,Devon,L83004,Kingsteignton Medical Practice (L83004),11524,0.878,16070,498,16093,0.999,0.031,0.031
South West,15N,Devon,L83005,Barton Surgery (L83005),14869,0.8370000000000001,21930,333,22123,0.991,0.015,0.015
South West,15N,Devon,L83006,Mayflower Medical Group (L83006),35387,0.831,69952,42145,69977,1.0,0.602,0.602
South West,15N,Devon,L83007,Seaton & Colyton Medical Practice (L83007),8866,0.927,22791,8508,22874,0.996,0.373,0.372
South West,15N,Devon,L83008,Pathfields Medical Group (L83008),19093,0.852,37941,4988,37945,1.0,0.131,0.131
South West,15N,Devon,L83010,Ashburton Surgery (L83010),6965,0.601,7653,0,11209,0.6829999999999999,0.0,0.0
South West,15N,Devon,L83011,Budleigh Salterton Medical Practice (L83011),8398,0.8540000000000001,18919,4951,19200,0.985,0.262,0.258
South West,15N,Devon,L83012,Bradworthy Surgery (L83012),3041,0.188,0,0,6165,0.0,,0.0
South West,15N,Devon,L83013,Brunel Medical Practice (L83013),16056,0.841,30528,10224,30706,0.994,0.335,0.3329999999999999
South West,15N,Devon,L83014,Mayfield Medical Centre (L83014),21525,0.855,49657,11210,49810,0.997,0.226,0.225
South West,15N,Devon,L83015,Oakside Surgery (L83015),7658,0.746,12609,7668,12753,0.989,0.608,0.601
South West,15N,Devon,L83016,St Thomas Medical Group (L83016),42478,0.594,35328,11203,36211,0.976,0.317,0.309
South West,15N,Devon,L83018,Beaumont Villa Surgery (L83018),11051,0.7,11582,1777,11592,0.999,0.153,0.153
South West,15N,Devon,L83019,Elm Surgery (L83019),9564,0.852,17905,2484,18346,0.976,0.139,0.135
South West,15N,Devon,L83020,Axminster Medical Practice (L83020),12448,0.511,17766,179,26882,0.6609999999999999,0.01,0.0069999999999999
South West,15N,Devon,L83021,Dean Cross Surgery (L83021),10265,0.877,17635,2296,17705,0.996,0.13,0.13
South West,15N,Devon,L83023,Mid Devon Medical Practice (L83023),5505,0.2269999999999999,0,0,11320,0.0,,0.0
South West,15N,Devon,L83024,Barnfield Hill Surgery (L83024),8425,0.748,13037,2707,13319,0.979,0.208,0.203
South West,15N,Devon,L83025,Wallingbrook Health Centre (L83025),7247,0.087,1227,60,15421,0.08,0.049,0.004
South West,15N,Devon,L83026,Torrington Health Centre (L83026),5167,0.427,5815,876,10545,0.551,0.151,0.083
South West,15N,Devon,L83027,Croft Hall Medical Practice (L83027),8117,0.757,11354,1303,11539,0.984,0.115,0.113
South West,15N,Devon,L83028,St Neots Surgery (L83028),11325,0.845,19361,3425,19436,0.996,0.177,0.176
South West,15N,Devon,L83029,Southover Medical Practice (L83029),8248,0.845,15885,4824,16524,0.961,0.304,0.292
South West,15N,Devon,L83030,North Road West Med.Ctr. (L83030),8894,0.755,15862,3620,15909,0.997,0.228,0.228
South West,15N,Devon,L83031,Kingskerswell & Ipplepen Med Practice (L83031),11750,0.5670000000000001,12701,792,19685,0.645,0.062,0.04
South West,15N,Devon,L83034,Albany Surgery (L83034),10227,0.871,15571,117,15609,0.998,0.008,0.0069999999999999
South West,15N,Devon,L83035,Litchdon Medical Centre (L83035),16207,0.649,25638,161,33109,0.774,0.006,0.005
South West,15N,Devon,L83036,Topsham Surgery (L83036),11606,0.89,21408,6461,21576,0.992,0.302,0.299
South West,15N,Devon,L83038,Tavyside Health Centre (L83038),13433,0.655,18975,3679,26737,0.71,0.1939999999999999,0.138
South West,15N,Devon,L83039,Southway Surgery (L83039),5853,0.8140000000000001,8079,1148,8221,0.983,0.142,0.14
South West,15N,Devon,L83040,Pinhoe Surgery (L83040),15864,0.7609999999999999,23406,2423,23728,0.986,0.104,0.102
South West,15N,Devon,L83041,Westbank Practice (L83041),9169,0.8690000000000001,13699,1134,13820,0.991,0.083,0.0819999999999999
South West,15N,Devon,L83042,St Leonards Practice (L83042),9462,0.7979999999999999,16306,4829,16421,0.993,0.296,0.294
South West,15N,Devon,L83043,Leatside Surgery (L83043),15101,0.77,16500,74,16800,0.982,0.004,0.004
South West,15N,Devon,L83044,Blackdown Practice (L83044),8079,0.196,0,0,14220,0.0,,0.0
South West,15N,Devon,L83045,Bovey Tracey & Chudleigh Practice (L83045),14746,0.866,21288,7,21634,0.984,0.0,0.0
South West,15N,Devon,L83046,Devon Square Surgery (L83046),9435,0.8390000000000001,10974,606,11025,0.995,0.055,0.055
South West,15N,Devon,L83048,Roborough Surgery (L83048),11456,0.877,18731,6021,18762,0.998,0.321,0.321
South West,15N,Devon,L83049,Moretonhampstead Health Centre (L83049),3328,0.852,4889,2477,5081,0.962,0.507,0.488
South West,15N,Devon,L83050,Northam Surgery (L83050),12787,0.8909999999999999,27190,955,29512,0.921,0.035,0.032
South West,15N,Devon,L83051,Cricketfield Surgery (L83051),10252,0.85,16121,6435,16128,1.0,0.3989999999999999,0.3989999999999999
South West,15N,Devon,L83052,Castle Place Practice (L83052),13814,0.852,20622,5217,20820,0.99,0.253,0.251
South West,15N,Devon,L83053,Rolle Medical Partnership (L83053),12393,0.847,25224,6792,25317,0.996,0.2689999999999999,0.268
South West,15N,Devon,L83054,Townsend House Medical Centre (L83054),5650,0.908,16616,4270,16631,0.999,0.257,0.257
South West,15N,Devon,L83055,Compass House Medical Centres (L83055),14792,0.872,30230,7938,30355,0.996,0.263,0.262
South West,15N,Devon,L83056,Claremont Medical Practice (L83056),11303,0.743,19028,4561,21072,0.903,0.24,0.216
South West,15N,Devon,L83057,Fremington Medical Centre (L83057),7674,0.906,17112,2669,17128,0.999,0.156,0.156
South West,15N,Devon,L83058,Southernhay House Surgery (L83058),8146,0.784,15519,4356,15554,0.998,0.281,0.28
South West,15N,Devon,L83059,Norton Brook Medical Centre (L83059),10284,0.8340000000000001,14500,648,15179,0.955,0.045,0.043
South West,15N,Devon,L83064,Church View Surgery (L83064),12172,0.823,19739,7,19878,0.993,0.0,0.0
